AB型血	AB型血 🆎️
撅嘴	撅嘴 😠 😡 😾 🙎
撅嘴男	撅嘴男 🙎‍♂️
皱眉女	皱眉女 🙍‍♀️
皱眉	皱眉 😠 🙍
皱眉男	皱眉男 🙍‍♂️
理发女	理发女 💇‍♀️
理发	理发 💇 💈
剪头	剪头 💇
剃头	剃头 💇
剪发	剪发 💇
理发男	理发男 💇‍♂️
按摩女	按摩女 💆‍♀️
按摩	按摩 💆
美容	美容 💆
按摩男	按摩男 💆‍♂️
蒸桑拿女	蒸桑拿女 🧖‍♀️
蒸桑拿	蒸桑拿 🧖
蒸桑拿男	蒸桑拿男 🧖‍♂️
指甲油	指甲油 💅
美甲	美甲 💅
自拍	自拍 🤳
舞蹈	舞蹈 💃 🕺
舞女	舞女 💃
舞者	舞者 💃
舞蹈家	舞蹈家 💃
跳舞	跳舞 💃 🕺
兔女郎	兔女郎 👯‍♀️
双人舞	双人舞 👯 👯‍♂️
西装	西装 🕴
坐轮椅	坐轮椅 👩‍🦽 🧑‍🦽 👨‍🦽
坐电动轮椅	坐电动轮椅 👩‍🦼 🧑‍🦼 👨‍🦼
女行人	女行人 🚶‍♀️
行人	行人 🚶‍♀️ 🚶
路人	路人 🚶
散步	散步 🚶
男行人	男行人 🚶‍♂️
手杖	手杖 👩‍🦯 🧑‍🦯 👨‍🦯
跪地女	跪地女 🧎‍♀️
跪地	跪地 🧎
对不起	对不起 🧎‍♀️ 🧎‍♂️
跪着	跪着 🧎
跪地男	跪地男 🧎‍♂️
跑步女	跑步女 🏃‍♀️
跑步	跑步 🏃
赛跑	赛跑 🏃
跑步男	跑步男 🏃‍♂️
站着女	站着女 🧍‍♀️
站着	站着 🧍
站着男	站着男 🧍‍♂️
情侣	情侣 👫 💑
牵手女	牵手女 👭
闺蜜	闺蜜 👭 👩‍❤️‍👩
姐妹	姐妹 👭
友情	友情 👭
牵手男	牵手男 👬
朋友	朋友 👬 👭
相爱	相爱 👩‍❤️‍👨
爱情	爱情 👩‍❤️‍👨 💓
爱情女	爱情女 👩‍❤️‍👩
姐妹情深	姐妹情深 👩‍❤️‍👩
姐妹情谊	姐妹情谊 👩‍❤️‍👩
夫妇	夫妇 💑
恋人	恋人 💑
爱情男	爱情男 👨‍❤️‍👨
兄弟情深	兄弟情深 👨‍❤️‍👨
亲吻女	亲吻女 👩‍❤️‍💋‍👩
亲吻男	亲吻男 👨‍❤️‍💋‍👨
一家三口	一家三口 👨‍👩‍👦 👨‍👩‍👧 👨‍👨‍👦 👨‍👨‍👧 👩‍👩‍👦 👩‍👩‍👧
一家四口	一家四口 👨‍👩‍👧‍👦 👨‍👩‍👦‍👦 👨‍👩‍👧‍👧 👨‍👨‍👧‍👦 👨‍👨‍👦‍👦 👨‍👨‍👧‍👧 👩‍👩‍👧‍👦 👩‍👩‍👦‍👦 👩‍👩‍👧‍👧
家有儿女	家有儿女 👨‍👩‍👧‍👦
家庭	家庭 👪
家人	家人 👪 👫 👬 👭
两个妈妈	两个妈妈 👩‍👩‍👦 👩‍👩‍👧 👩‍👩‍👧‍👦 👩‍👩‍👦‍👦 👩‍👩‍👧‍👧
两个爸爸	两个爸爸 👨‍👨‍👦 👨‍👨‍👧 👨‍👨‍👧‍👦 👨‍👨‍👦‍👦 👨‍👨‍👧‍👧
母子一家	母子一家 👩‍👦
两个儿子	两个儿子 👩‍👧‍👦 👨‍👦‍👦
两个女儿	两个女儿 👩‍👧‍👧 👨‍👧‍👧
纱线	纱线 🧶
缝纫针	缝纫针 🪡
针	针 🪡
外衣	外衣 🥼
实验室外衣	实验室外衣 🥼
安全背心	安全背心 🦺
安全服	安全服 🦺
女式衬衫	女式衬衫 👚
女士服装	女士服装 👚
polo	polo 👕
休闲装	休闲装 👕
圆领衫	圆领衫 👕
上衣	上衣 👕 👚
三角裤	三角裤 🩲
短裤	短裤 🩳
衬衫	衬衫 👕 👔
衣服	衣服 👔 👗
衬衫领带	衬衫领带 👔
领带	领带 👔
洋装	洋装 👗
莎丽	莎丽 🥻
凉鞋	凉鞋 🩴 👡
长靴	长靴 👢
男士鞋	男士鞋 👞
网球鞋	网球鞋 👟
休闲鞋	休闲鞋 👟
登山鞋	登山鞋 🥾
鞋	鞋 👟 👠
礼帽	礼帽 🎩
戏剧	戏剧 🎩
鸭舌帽	鸭舌帽 🧢
蝴蝶结帽子	蝴蝶结帽子 👒
女士㡌	女士㡌 👒
仕女㡌	仕女㡌 👒
帽子	帽子 🎩 👒
毕业㡌	毕业㡌 🎓
结业式	结业式 🎓
安全帽	安全帽 ⛑
王冠	王冠 👑 🫅 🤴
首饰	首饰 💍
荷包	荷包 👝
小包包	小包包 👝
香包	香包 👜
上班	上班 💼
上学	上学 🎒
眼镜	眼镜 👓
近视	近视 👓
太阳镜	太阳镜 🕶
墨镜	墨镜 🕶️ 😎
骤雨	骤雨 ☔️
雨伞	雨伞 🌂 ☔️
打伞	打伞 ☔️ ☂️
伞	伞 🌂 ☂️
狗脸	狗脸 🐶
小狗	小狗 🐶
卖萌	卖萌 🐶
可爱	可爱 🐶 😊
猫	猫 🐱 🐈
鼠脸	鼠脸 🐭
鼠	鼠 🐭
老鼠	老鼠 🐭 🐁 🐀
兔脸	兔脸 🐰
兔	兔 🐰
熊脸	熊脸 🐻
无尾熊	无尾熊 🐨
老虎脸	老虎脸 🐯
狮子脸	狮子脸 🦁
猪脸	猪脸 🐷
小猪	小猪 🐷
猴子	猴子 🐵 🐒
猴	猴 🐵 🐒
非礼勿视	非礼勿视 🙈
害羞	害羞 😳 😊 🙈
不看	不看 🙈
听不到	听不到 🙉
慎听	慎听 🙉
非礼勿听	非礼勿听 🙉
鸟	鸟 🐦
小鸡	小鸡 🐤 🐥 🐣
孵小鸡	孵小鸡 🐣
出生	出生 🐣
破壳而出	破壳而出 🐣
脱壳而出	脱壳而出 🐣
马	马 🐴
蚯蚓	蚯蚓 🪱
虫子	虫子 🐛
蜘蛛	蜘蛛 🕷
蜘蛛网	蜘蛛网 🕸
网	网 🕸
海龟	海龟 🐢
恐龙	恐龙 🦕
鱿鱼	鱿鱼 🦑
鱼	鱼 🐠 🐟
鲸	鲸 🐳
鲸鱼	鲸鱼 🐳 🐋
喷水	喷水 🐳
喷水鲸鱼	喷水鲸鱼 🐳
老虎	老虎 🐅 🐯
虎	虎 🐅 🐯
红毛猩猩	红毛猩猩 🦧
猛犸象	猛犸象 🦣
骆驼	骆驼 🐪 🐫
单峰驼	单峰驼 🐪
牛	牛 🐮 🐂
猪	猪 🐷 🐖
羊羔	羊羔 🐑
美洲驼	美洲驼 🦙
草泥马	草泥马 🦙
羊	羊 🐐 🐑
狗	狗 🐶 🐩 🐕
卷毛狗	卷毛狗 🐩
狮子狗	狮子狗 🐩
服务犬	服务犬 🐕‍🦺
猫	猫 🐈 🐱
大橘	大橘 🐈
橘猫	橘猫 🐈
鸡	鸡 🐔
鸽子	鸽子 🕊
兔子	兔子 🐰 🐇
花栗鼠	花栗鼠 🐿
松鼠	松鼠 🐿
刺猬	刺猬 🦔
掌印	掌印 🐾
爪印	爪印 🐾
爪子	爪子 🐾
小宝贝	小宝贝 🐾
龙	龙 🐲 🐉
龙脸	龙脸 🐲
圣诞	圣诞 🎄
常青树	常青树 🌲
常绿乔木	常绿乔木 🌲
棕榈树	棕榈树 🌴
幼苗	幼苗 🌱
青苗	青苗 🌱
草本植物	草本植物 🌿
药草	药草 🌿
香草	香草 🌿
中药	中药 🌿
好运	好运 🍀
松树装饰	松树装饰 🎍
节节高	节节高 🎍
竹节	竹节 🎍
日本新年	日本新年 🎍
盆栽	盆栽 🎍 🪴
许愿树	许愿树 🎋
许愿	许愿 🎋
七夕节	七夕节 🎋
落叶	落叶 🍂
吹风落叶	吹风落叶 🍃
叶子	叶子 🍃
绿叶	绿叶 🍃
海贝	海贝 🐚
扇贝	扇贝 🐚
稻穗	稻穗 🌾
水稻	水稻 🌾
鲜花	鲜花 💐
玫瑰	玫瑰 🌹
花朵	花朵 🌼
群花	群花 🌼
黄花	黄花 🌼
开花	开花 🌼
雏菊	雏菊 🌼
太阳	太阳 🌞 ☀️
日	日 🌞 ☀️
阳光	阳光 ☀️
满月	满月 🌝
微笑月亮	微笑月亮 🌝
新月	新月 🌑 🌙 🌚
亏凸月	亏凸月 🌖
残月	残月 🌘 🌙
眉月	眉月 🌒
盈凸月	盈凸月 🌔
月牙	月牙 🌙
月亮	月亮 🌛 🌙 🌝
蛾眉月	蛾眉月 🌙
澳洲	澳洲 🌏
地球	地球 🌏 🌎 🌍 🌐
行星	行星 🪐
小星星	小星星 💫
星星	星星 ✨ 🌟 ⭐️
闪光	闪光 ✨
亮晶晶	亮晶晶 ✨
闪电	闪电 ⚡️
彗星	彗星 🌠 ☄️
燃烧	燃烧 🔥 ❤️‍🔥
点燃	点燃 🔥
龙卷风	龙卷风 🌪 🌀
漩涡	漩涡 🌀
晴天	晴天 ☀️ 🌤
多云	多云 ☁️ ⛅️ 🌥
晴转多云	晴转多云 ⛅️
阴天	阴天 ☁️ ⛅️
云朵	云朵 ☁️
太阳雨	太阳雨 🌦
下雨	下雨 🌧 ☔️
小雨	小雨 🌧
雷阵雨	雷阵雨 ⛈
打雷	打雷 🌩
下雪	下雪 🌨
雪	雪 ❄️
吹拂	吹拂 🌬
吹风	吹风 🌬
阵风	阵风 💨
快跑	快跑 💨
逃跑	逃跑 💨
逃离	逃离 💨
水珠	水珠 💧
小滴	小滴 💧
汗滴	汗滴 💧
汗颜	汗颜 💧 😓
辛苦	辛苦 💦
挥汗如雨	挥汗如雨 💦
汗	汗 😓 😅 💦
尴尬	尴尬 😅
冒冷汗	冒冷汗 😅 😰
汗水	汗水 💦
流汗	流汗 💦
波浪	波浪 🌊 〰️
潮汐	潮汐 🌊
雾	雾 🌫
梨子	梨子 🍐
桔子	桔子 🍊
桃子	桃子 🍑
菠萝	菠萝 🍍
椰子	椰子 🥥
西兰花	西兰花 🥦
蔬菜	蔬菜 🥬
辣椒	辣椒 🌶
小米辣	小米辣 🌶
甜椒	甜椒 🫑
玉米穗	玉米穗 🌽
番薯	番薯 🍠
牛角面包	牛角面包 🥐
百吉饼	百吉饼 🥯
法式长棍	法式长棍 🥖
法式面包	法式面包 🥖
肉排	肉排 🥩
鸡腿	鸡腿 🍗
骨头肉	骨头肉 🍖
肉串	肉串 🍖
肉骨	肉骨 🍖
速食店	速食店 🍔
披萨饼	披萨饼 🍕
披萨片	披萨片 🍕
比萨片	比萨片 🍕
面饼	面饼 🫓
三明治	三明治 🥪
皮塔三明治	皮塔三明治 🥙
法拉费	法拉费 🧆
墨西哥卷	墨西哥卷 🌮 🌯
芝士火锅	芝士火锅 🫕 🍲
意大利面	意大利面 🍝
面条	面条 🍜 🍝
拉面	拉面 🍜
碗面	碗面 🍜
麻辣烫	麻辣烫 🍲
浓汤	浓汤 🍲
热气腾腾	热气腾腾 🍲
便当	便当 🍱
快餐	快餐 🍱
饺子	饺子 🥟
虾尾	虾尾 🍤
炒虾	炒虾 🍤
米饼	米饼 🍘
炸鱼饼	炸鱼饼 🍥
牛耳饼	牛耳饼 🍥
雪饼	雪饼 🍥
幸运饼干	幸运饼干 🥠
团子	团子 🍡
肉丸	肉丸 🍡
冰淇淋	冰淇淋 🍦 🍨
雪糕	雪糕 🍦 🍨
纸杯蛋糕	纸杯蛋糕 🧁
蛋糕	蛋糕 🧁 🍰 🎂
蛋奶糕	蛋奶糕 🍮
甜点	甜点 🍮
喜糖	喜糖 🍬
面包圈	面包圈 🍩
曲奇	曲奇 🍪
坚果	坚果 🌰
蜜罐	蜜罐 🍯
热饮	热饮 ☕️
餐饮	餐饮 ☕️
喝咖啡	喝咖啡 ☕️
茶杯	茶杯 🍵
抹茶	抹茶 🍵
果汁	果汁 🧃 🍹
波霸奶茶	波霸奶茶 🧋
酒瓶和酒杯	酒瓶和酒杯 🍶
啤酒	啤酒 🍺 🍻
啤酒杯	啤酒杯 🍺 🍻
红酒杯	红酒杯 🍷
酒杯	酒杯 🍷 🍸
平底杯	平底杯 🥃
鸡尾酒杯	鸡尾酒杯 🍸
热带饮料	热带饮料 🍹
冷饮	冷饮 🍹
马黛茶	马黛茶 🧉
勺子	勺子 🥄
刀叉	刀叉 🍴 🍽
餐具	餐具 🍴 🍽
餐厅	餐厅 🍴
用餐	用餐 🍴
西餐	西餐 🍴
外卖盒	外卖盒 🥡
筷子	筷子 🥢
踢球	踢球 ⚽️
美式橄榄球	美式橄榄球 🏈
橄榄球	橄榄球 🏈 🏉
撞球	撞球 🎱
曲棍球	曲棍球 🏑 🥍
高尔夫球洞	高尔夫球洞 ⛳️
弓箭	弓箭 🏹
网球衫	网球衫 🎽
运动衫	运动衫 🎽
滑板	滑板 🛹
轮滑鞋	轮滑鞋 🛼
溜冰鞋	溜冰鞋 ⛸
冰壶石	冰壶石 🥌
滑雪	滑雪 🎿 ⛷
单板滑雪	单板滑雪 🏂
滑雪板	滑雪板 🏂
举重女	举重女 🏋️‍♀️
举重	举重 🏋️
举重男	举重男 🏋️‍♂️
摔跤女	摔跤女 🤼‍♀️
摔跤	摔跤 🤼
摔跤男	摔跤男 🤼‍♂️
侧手翻女	侧手翻女 🤸‍♀️
侧手翻	侧手翻 🤸
侧手翻男	侧手翻男 🤸‍♂️
篮球女	篮球女 ⛹️‍♀️
打篮球	打篮球 ⛹️
篮球男	篮球男 ⛹️‍♂️
手球女	手球女 🤾‍♀️
手球	手球 🤾
手球男	手球男 🤾‍♂️
高尔夫女	高尔夫女 🏌️‍♀️
高尔夫	高尔夫 🏌️
高尔夫男	高尔夫男 🏌️‍♂️
赛马	赛马 🏇
骑马	骑马 🏇
莲花座女	莲花座女 🧘‍♀️
莲花座	莲花座 🧘
打坐	打坐 🧘
莲花座男	莲花座男 🧘‍♂️
冲浪女	冲浪女 🏄‍♀️
冲浪	冲浪 🏄
冲浪男	冲浪男 🏄‍♂️
游泳女	游泳女 🏊‍♀️
游泳	游泳 🏊
游泳男	游泳男 🏊‍♂️
水球女	水球女 🤽‍♀️
水球	水球 🤽
水球男	水球男 🤽‍♂️
划船女	划船女 🚣‍♀️
划船	划船 🚣
泛舟	泛舟 🚣
划艇	划艇 🚣
小船	小船 🚣‍♂️
攀岩女	攀岩女 🧗‍♀️
攀岩	攀岩 🧗
攀岩男	攀岩男 🧗‍♂️
山地自行车女	山地自行车女 🚵‍♀️
山地自行车	山地自行车 🚵
山地自行车男	山地自行车男 🚵‍♂️
骑车女	骑车女 🚴‍♀️
骑车	骑车 🚴
山地车	山地车 🚴
自行车手	自行车手 🚴
骑车男	骑车男 🚴‍♂️
冠军	冠军 🏆
夺冠	夺冠 🏆
军工勋章	军工勋章 🎖
玫瑰花结	玫瑰花结 🏵
黄丝带	黄丝带 🎗
门票	门票 🎫
票据	票据 🎫
入场券	入场券 🎫 🎟
马戏团	马戏团 🎪
杂耍女	杂耍女 🤹‍♀️
杂耍	杂耍 🤹
杂耍男	杂耍男 🤹‍♂️
表演艺术	表演艺术 🎭
角色	角色 💃 🎭
双簧	双簧 🎭
相声	相声 🎭
芭蕾舞鞋	芭蕾舞鞋 🩰
上色	上色 🎨
艺术	艺术 🎨
场记板	场记板 🎬
拍摄	拍摄 🎬
电影	电影 🎬 🎥
放映	放映 🎥
电影打板	电影打板 🎬
麦克风	麦克风 🎤
唱歌	唱歌 🎤
音乐	音乐 🎧
乐谱	乐谱 🎼
音乐键盘	音乐键盘 🎹
钢琴键	钢琴键 🎹
长鼓	长鼓 🪘
小号	小号 🎺
赌博	赌博 🎲
国际象棋	国际象棋 ♟
靶心	靶心 🎯
标靶	标靶 🎯
直接命中	直接命中 🎯
游戏	游戏 🎮 🎰
手柄	手柄 🎮
摇杆	摇杆 🎮
电视游乐器	电视游乐器 🎮
视频游戏	视频游戏 🎮
车	车 🚗 🚘
汽车	汽车 🚗 🚘
轿车	轿车 🚗 🚘
车子	车子 🚗 🚘
小轿车	小轿车 🚗 🚘
私家车	私家车 🚗 🚘
出租车	出租车 🚕 🚖
计程车	计程车 🚕 🚖
的士	的士  🚕 🚖
越野车	越野车 🚙
休闲车	休闲车 🚙
公交	公交 🚌
无轨电车	无轨电车 🚎
丁丁	丁丁 🚎
赛车	赛车 🏁 🏎
警车	警车 🚓 🚔
医疗车	医疗车 🚑
急救车	急救车 🚑
公共小巴	公共小巴 🚐
小巴士	小巴士 🚐
公共汽车	公共汽车 🚌 🚍 🚐 🚎
公车	公车 🚌 🚍 🚐 🚎
皮卡车	皮卡车 🛻
拖车	拖车 🚛
货柜车	货柜车 🚜
白手杖	白手杖 🦯
轮椅	轮椅 🦽 ♿️
脚踏车	脚踏车 🚲
摩托车	摩托车 🛵 🏍
嘟嘟车	嘟嘟车 🛺
三蹦子	三蹦子 🛺
警车灯	警车灯 🚨
警灯	警灯 🚨
警示灯	警示灯 🚨
巴士	巴士 🚌 🚍 🚐 🚎
缆车	缆车 🚠 🚡
索道	索道 🚠
高架铁路	高架铁路 🚟
观光列车	观光列车 🚟
轨道车	轨道车 🚃
有轨电车	有轨电车 🚃 🚋 🚎
山区火车	山区火车 🚞
单轨铁路	单轨铁路 🚝
磁悬浮列车	磁悬浮列车 🚝
高铁	高铁 🚄 🚅
子弹列车	子弹列车 🚅
子弹头	子弹头 🚄
交通工具	交通工具 🚄 🚌
高速列车	高速列车 🚄 🚅
复兴号	复兴号 🚄
和谐号	和谐号 🚅
轻轨	轻轨 🚈
轻轨电车	轻轨电车 🚈
蒸气火车	蒸气火车 🚂
火车	火车 🚆
地铁	地铁 🚇 🚈 Ⓜ️
电车	电车 🚃 🚊 🚎
车站	车站 🚉
机场	机场 ✈️
航空	航空 ✈️
飞行	飞行 ✈️
小型飞机	小型飞机 🛩
座位	座位 💺
卫星	卫星 🛰
飞碟	飞碟 🛸
游艇	游艇 ⛵️
海上活动	海上活动 ⛵️
码头	码头 ⛵️
快艇	快艇 🚤
汽艇	汽艇 🚤
赛艇	赛艇 🚤
摩托艇	摩托艇 🛥
客轮	客轮 🛳
轮渡	轮渡 ⛴
船	船 🚢
海运	海运 🚢 ⚓️
轮船	轮船 🚢
油轮	油轮 🚢
钩子	钩子 🪝
休息区	休息区 ⛽️
燃料	燃料 ⛽️
燃料泵	燃料泵 ⛽️
加油	加油 ⛽️ 📣
施工	施工 🚧 👷
拒马	拒马 🚧
交通号标	交通号标 🚥 🚦
交通标志	交通标志 🚥 🚧
地图	地图 🗺
复活节岛	复活节岛 🗿
东京塔	东京塔 🗼
城堡	城堡 🏰
日本城堡	日本城堡 🏯
日本建筑	日本建筑 🏯
体育场	体育场 🏟
娱乐	娱乐 🎢 🎤
游乐园	游乐园 🎠
游乐场	游乐场 🎠 🎡
喷水池	喷水池 ⛲️
太阳伞	太阳伞 ⛱️
遮阳伞	遮阳伞 ⛱️
海滩	海滩 🏖
沙滩	沙滩 🏖
荒岛	荒岛 🏝
海岛	海岛 🏝
沙漠	沙漠 🏜
活火山	活火山 🌋
山脉	山脉 ⛰
雪山	雪山 🏔
露营	露营 ⛺️ 🏕
野营	野营 ⛺️
小屋	小屋 🛖
住宅楼	住宅楼 🏠
楼房	楼房 🏠
住宅	住宅 🏠 🏡
住家	住家 🏠 🏡
家	家 🏠 🏡
屋企	屋企 🏠 🏡
房子	房子 🏠 🏡
房屋群	房屋群 🏘
废弃房屋	废弃房屋 🏚
建筑施工	建筑施工 🏗
塔吊	塔吊 🏗
工业区	工业区 🏭
办公大楼	办公大楼 🏢
百货公司	百货公司 🏬
百货商店	百货商店 🏬
邮局	邮局 🏣 🏤
欧洲邮局	欧洲邮局 🏤
旅馆	旅馆 🏨
宾馆	宾馆 🏨 🏩
爱情旅馆	爱情旅馆 🏩
爱情酒店	爱情酒店 🏩
恋爱旅馆	恋爱旅馆 🏩
情人酒店	情人酒店 🏩
婚礼	婚礼 💒 🎎
古典建筑	古典建筑 🏛
做礼拜	做礼拜 ⛪️
圣堂	圣堂 ⛪️
神社	神社 ⛩
铁轨	铁轨 🛤
高速公路	高速公路 🛣
中秋	中秋 🎑
国家公园	国家公园 🏞
日出	日出 🌅 🌄
山间日出	山间日出 🌄
流行	流行 🌠
烟花	烟花 🎆 🎇
祭典	祭典 🎆
夕阳	夕阳 🌇
城市	城市 🏙
银河系	银河系 🌌
大桥	大桥 🌉 🌁
雾气	雾气 🌁
雾蒙蒙	雾蒙蒙 🌁
雾霾	雾霾 🌁
腕表	腕表 ⌚️
智能机	智能机 📱
移动电话	移动电话 📱
行动电话	行动电话 📱
来电	来电 📲
屏幕	屏幕 💻
台式电脑	台式电脑 🖥
台式机	台式机 🖥
电脑	电脑 🖥 💻
一体机	一体机 🖥
打印机	打印机 🖨
鼠标	鼠标 🖱
轨迹球	轨迹球 🖲
操纵杆	操纵杆 🕹
夹钳	夹钳 🗜
光碟	光碟 💽 💿 📀
碟片	碟片 💽
光盘	光盘 📀 💿
录像带	录像带 📼
拍照	拍照 📷
照相	照相 📷
摄像机	摄像机 📹 🎥
录像	录像 📹
录影	录影 📹
摄像	摄像 📹
摄影机	摄影机 📹 🎥
放映机	放映机 📽
胶片	胶片 🎞
听筒	听筒 📞
电话	电话 ☎️ 📞
电话听筒	电话听筒 📞
通讯	通讯 📞 📡
媒体	媒体 📺 📻
听广播	听广播 📻
录音麦克风	录音麦克风 🎙
电平滑快	电平滑快 🎚
控制旋钮	控制旋钮 🎛
秒表	秒表 ⏱
定时器	定时器 ⏲
闹钟	闹钟 ⏰
提醒	提醒 ⏰ 🔔
闹铃	闹铃 ⏰
台钟	台钟 🕰
沙漏	沙漏 ⌛️ ⏳
等待	等待 ⌛️
计时	计时 ⌛️
卫星天线	卫星天线 📡
卫星通讯	卫星通讯 📡
电量	电量 🔋
电插头	电插头 🔌
电源	电源 🔌
点子	点子 💡
照明	照明 🔦
蜡烛	蜡烛 🕯
油桶	油桶 🛢
金钱	金钱 💸 💵
美元	美元 💵 💲
钱袋	钱袋 💰
宝石	宝石 💎
珠宝	珠宝 💎
工具箱	工具箱 🧰
锤子	锤子 🔨 ⚒
敲打	敲打 🔨
锤子扳手	锤子扳手 🛠
铁镐	铁镐 ⛏
手锯	手锯 🪚
螺母	螺母 🔩
螺丝	螺丝 🔩
砖块	砖块 🧱
砖头	砖头 🧱
链条	链条 ⛓
枪	枪 🔫
枪械	枪械 🔫
左轮枪	左轮枪 🔫
手枪	手枪 🔫
水果刀	水果刀 🔪
小刀	小刀 🔪
匕首	匕首 🗡
盾牌	盾牌 🛡
香烟	香烟 🚬
双耳瓶	双耳瓶 🏺
恶魔之眼	恶魔之眼 🧿
发廊	发廊 💈
蒸馏器	蒸馏器 ⚗️
天文观察	天文观察 🔭
做实验	做实验 🔬
科学	科学 🔬
洞	洞 🕳
医疗	医疗 💊
吃药	吃药 💊
胶囊	胶囊 💊
注射器	注射器 💉
注射	注射 💉
温度计	温度计 🌡
度	度 °
摄氏度	摄氏度 ℃
华氏度	华氏度 ℉
扫把	扫把 🧹
马桶吸	马桶吸 🪠
篮子	篮子 🧺
抽水马桶	抽水马桶 🚽
水龙头	水龙头 🚰
饮水区	饮水区 🚰
花洒	花洒 🚿
莲蓬头	莲蓬头 🚿
冲澡	冲澡 🚿
浴缸	浴缸 🛁
洗澡	洗澡 🛀 🚿 🛁
剃刀	剃刀 🪒
海绵	海绵 🧽
沐浴液	沐浴液 🧴
服务铃	服务铃 🛎
钥匙	钥匙 🔑 🗝
椅子	椅子 🪑 💺
沙发	沙发 🛋
床	床 🛏
画框	画框 🖼
魔镜	魔镜 🪞
购物	购物 🛍
礼盒	礼盒 🎁
爱心礼物	爱心礼物 💝
绑上丝带的心	绑上丝带的心 💝
丝带	丝带 🎀
缎带	缎带 🎀
魔法棒	魔法棒 🪄
五彩	五彩 🎊
庆典	庆典 🎈 🎊
彩色碎纸	彩色碎纸 🎊
碎花彩球	碎花彩球 🎊
糖果球	糖果球 🎊
礼宾花	礼宾花 🎉
日式人偶	日式人偶 🎎
日本女儿节	日本女儿节 🎎
结婚	结婚 🎎 👰 ⛪️
居酒屋	居酒屋 🏮
居酒屋灯笼	居酒屋灯笼 🏮
酒馆	酒馆 🏮
信封	信封 ✉️ 📩
阅读邮件	阅读邮件 📨
收件匣	收件匣 📨
邮件	邮件 📧 ✉️
收信箱托盘	收信箱托盘 📥
封装	封装 📦
礼品	礼品 🎁 📦
纸箱	纸箱 🎁
快递	快递 📦
标签	标签 🏷 📑
标语	标语 🪧
信箱	信箱 📪 📫
收信	收信 📫
寄信	寄信 📫
有来信	有来信 📬
没有来信	没有来信 📭
喇叭	喇叭 📯
号角	号角 📯
邮政号角	邮政号角 📯
卷轴	卷轴 📜
卷宗	卷宗 📜
文件	文件 📃
页面	页面 📃
档案	档案 📃
证书	证书 📄
资料	资料 💾 📃 📄
条形图	条形图 📊
长条图	长条图 📊
直方图	直方图 📊
图表	图表 📈 📉
笔记本	笔记本 📓 📔
记事本	记事本 🗒️
日历	日历 📆 📅
废纸篓	废纸篓 🗑
垃圾桶	垃圾桶 🗑 🚮
卡片索引	卡片索引 📇
存档盒	存档盒 🗃
投票箱	投票箱 🗳
文件柜	文件柜 🗄
粘贴版	粘贴版 📋
注意事项	注意事项 📋
文件夹	文件夹 📁 📂
资料夹	资料夹 📁
开启资料夹	开启资料夹 📂
分隔卡	分隔卡 🗂
报纸	报纸 🗞 📰
报刊	报刊 📰
笔记	笔记 📒
记事簿	记事簿 📒
红色书本	红色书本 📕
绿色书本	绿色书本 📗
蓝色书本	蓝色书本 📘
橙色书本	橙色书本 📙
图书	图书 📚
书	书 📚
书签	书签 🔖
铁索	铁索 🔗
环扣	环扣 🔗
回形针	回形针 📎 🖇
回纹针	回纹针 📎
图钉	图钉 📌 📍
大图钉	大图钉 📍
大头钉	大头钉 📍
圆图钉	圆图钉 📍
剪刀	剪刀 ✂️ ✌️
圆珠笔	圆珠笔 🖊
钢笔	钢笔 🖋 ✒️
画笔	画笔 🖌
蜡笔	蜡笔 🖍
备忘录	备忘录 📝 📕
备忘	备忘 📝
笔录	笔录 📝
记事	记事 📝
记录	记录 📝
查询	查询 🔍
详情	详情 🔎
详细	详细 🔎
情报	情报 🔎
锁定	锁定 🔒
安全	安全 🔐
隐私	隐私 🔏 ㊙️
隐秘	隐秘 🔏
红心	红心 ❤️
心	心 ❤️ 💖
两颗心	两颗心 💕
双心	双心 💕
心心相印	心心相印 💕 💞
旋转心	旋转心 💞
旋转的心	旋转的心 💞
跳动的心	跳动的心 💓
成长心	成长心 💗
爱心	爱心 💗 ❤️
粉心	粉心 💗
激动	激动 💗 ❤️‍🔥
恋爱	恋爱 💗 💘
闪亮的心	闪亮的心 💖
一箭穿心	一箭穿心 💘
一见钟情	一见钟情 💘
丝带心	丝带心 💝
心型	心型 💟
和平	和平 ☮️
十字架	十字架 ✝️ ☦️
星月	星月 ☪️
奥姆	奥姆 🕉
大卫之星	大卫之星 ✡️
六芒星	六芒星 🔯
六角星	六角星 🔯
烛台	烛台 🕎
犹太教	犹太教 🕎
礼拜堂	礼拜堂 ⛪️ 🛐
天平座	天平座 ♎️
帐号	帐号 🆔
账户	账户 🆔
身份	身份 🆔
可	可 🉑
生物危害	生物危害 ☣️
关机模式	关机模式 📴
手机关机	手机关机 📴
移动电话关机	移动电话关机 📴
震动	震动 📳
有	有 🈶
申	申 🈸
营	营 🈺
营业	营业 🈺️
营业中	营业中 🈺️
月	月 🈷️
八角星	八角星 ✴️ ✳️
五角星	五角星 ★ ☆
对比	对比 🆚
比	比 🆚
vs	vs 🆚
对决	对决 🆚
比赛	比赛 🆚
对抗	对抗 🆚
百花	百花 💮
得	得 🉐
获得	获得 🉐️
收益	收益 🉐️
特价	特价 🉐️
合	合 🈴
满	满 🈵
割	割 🈹
禁	禁 🈲
